order_id,customer_id,order_date,quantity,unit_price
ORD000043,CUST00272,2025-11-23,2,426.91
ORD000044,CUST00325,2026-06-11,8,22.77
ORD000045,CUST00295,2026-08-03,7,381.38
ORD000046,CUST00171,2025-09-30,1,32.78
ORD000047,CUST00251,2025-06-26,3,44.09
ORD000048,CUST00247,2024-11-30,4,130.72
ORD000049,CUST97622,2026-04-22,3,472.89
ORD000050,CUST00435,07-18-2025,5,195.42
ORD000051,CUST00368,2025-01-21,5,415.87
ORD000052,CUST90803,2025-03-06,5,118.91
ORD000053,CUST00195,2025-02-12,3,452.18
ORD000054,CUST00452,06/06/2025,6,49.62
ORD000055,CUST00180,23/12/2024,9,186.1
ORD000056,CUST00169,25/04/2025,8,151.1
ORD000057,CUST00480,09-15-2024,4,363.49
ORD000058,CUST00375,24/01/2026,-7,270.6
ORD000059,CUST00269,2026-02-13,6,120.74
ORD000060,CUST00336,02-11-2025,2,234.81
ORD000061,CUST00120,27/10/2025,1,248.85
ORD000062,CUST00139,05-01-2025,9,372.42
ORD000063,CUST00102,2025-02-25,5,188.41
ORD000064,CUST00372,26/10/2024,6,489.03
ORD000065,CUST00195,2025-04-03,8,109.99
ORD000066,CUST00052,02-10-2025,3,106.58
ORD000067,CUST00222,02-13-2025,3,300.01
ORD000068,CUST00134,2025-10-23,2,17.76
ORD000069,CUST00244,02-13-2026,5,372.15
ORD000070,CUST00488,07-31-2026,10,254.4
ORD000071,CUST00309,2026-04-21,1,424.41
ORD000072,CUST00455,11/01/2026,2,78.43
ORD000073,CUST00333,2025-11-01,5,304.69
ORD000074,CUST00221,2025-12-24,7,229.48
ORD000075,CUST00438,01-19-2026,3,239.76
ORD000076,CUST00443,23/07/2025,6,280.4
ORD000077,CUST00338,04-25-2026,7,361.93
ORD000078,CUST00361,30/01/2025,9,330.08
ORD000079,CUST00377,14/10/2024,5,404.57
ORD000080,CUST00027,2025-09-04,5,140.27
ORD000081,CUST00360,12/10/2024,3,203.39
ORD000082,CUST00032,27/03/2025,9,212.82
ORD000083,CUST00333,2024-12-04,2,82.01
ORD000084,CUST00084,04/08/2025,7,223.81
ORD000085,CUST00117,11-21-2025,10,335.23
ORD000086,CUST00057,14/11/2025,5,384.84
ORD000087,CUST00123,27/02/2025,7,193.2
ORD000088,CUST00363,23/09/2024,1,232.58
ORD000089,CUST00440,2024-09-21,7,205.49
ORD000090,CUST00472,2026-04-03,2,57.4
ORD000091,CUST00081,11-02-2025,6,390.66
ORD000092,CUST90022,11/09/2024,6,479.32
ORD000093,CUST00106,11/08/2025,4,80.67
ORD000094,CUST90005,2024-12-12,10,462.46
ORD000095,CUST00331,2026-08-15,3,237.12
ORD000096,CUST00058,10-05-2024,8,33.16
ORD000097,CUST00093,2025-10-02,8,477.34
ORD000098,CUST00193,09-28-2025,3,228.01
ORD000099,CUST00087,05-12-2025,4,495.54
ORD000100,CUST00373,09-19-2024,7,341.05
ORD000101,CUST00343,17/08/2025,2,196.35
ORD000102,CUST00154,2026-05-07,3,158.56
ORD000103,CUST00133,2025-07-08,5,323.53
ORD000104,CUST00096,04-16-2025,-6,157.89
ORD000105,CUST00498,27/04/2025,3,151.42
ORD000106,CUST00039,2025-05-18,10,191.48
ORD000107,CUST00170,11-05-2024,6,122.58
ORD000108,CUST00460,28/03/2026,4,405.27
ORD000109,CUST00377,2025-09-03,8,144.48
ORD000110,CUST00166,2024-10-12,3,30.83
ORD000111,CUST00106,2025-04-14,2,382.74
ORD000112,CUST00151,08-28-2026,4,442.89
ORD000113,CUST00406,09-03-2025,2,18.95
ORD000114,CUST00344,12-20-2025,5,238.87
ORD000115,CUST00481,07-05-2026,-2,111.75
ORD000116,CUST00434,17/05/2026,5,65.31
ORD000117,CUST00469,25/07/2026,8,13.14
ORD000118,CUST00148,22/11/2024,1,124.08
ORD000119,CUST00088,02-18-2025,9,394.27
ORD000120,CUST97702,04/05/2026,7,130.56
ORD000121,CUST00354,18/12/2024,2,368.92
ORD000122,CUST00347,09-04-2026,8,241.87
ORD000123,CUST00469,30/05/2026,4,103.74
ORD000124,CUST00408,2026-02-19,5,325.22
ORD000125,CUST00049,02-20-2025,2,221.29
ORD000126,CUST00396,11-11-2024,8,399.66
ORD000127,CUST00435,19/02/2026,10,94.33
ORD000128,CUST00336,04-24-2026,10,87.49
ORD000129,CUST00362,04-27-2026,1,320.57
ORD000130,CUST00164,10-05-2025,10,221.9
ORD000131,CUST00376,2024-09-11,1,341.14
ORD000132,CUST00079,2026-01-24,7,142.95
ORD000133,CUST93048,10-16-2024,9,388.61
ORD000134,CUST00293,2026-06-15,4,427.15
ORD000135,CUST00456,2024-10-09,6,356.22
ORD000136,CUST00308,2024-10-13,3,256.83
ORD000137,CUST00143,18/04/2025,8,279.24
ORD000138,CUST00133,03-19-2025,5,359.88
ORD000139,CUST00420,01-23-2026,6,227.74
ORD000140,CUST00187,04-09-2026,9,32.43
ORD000141,CUST00169,12/06/2025,4,470.75
ORD000142,CUST00257,31/01/2026,9,314.39
ORD000143,CUST00173,2026-07-16,3,361.71
ORD000144,CUST00043,11-08-2025,1,386.66
ORD000145,CUST00427,12-04-2024,9,478.54
ORD000146,CUST00416,29/04/2025,2,83.25
ORD000147,CUST00349,12-25-2024,6,431.08
ORD000148,CUST00380,11-08-2025,4,137.4
ORD000149,CUST00298,2026-05-22,7,433.33
ORD000150,CUST00321,24/06/2026,3,259.79
ORD000151,CUST00024,17/12/2025,7,483.51
ORD000152,CUST00052,09/01/2026,10,328.86
ORD000153,CUST00111,2025-09-24,6,186.14
ORD000154,CUST00200,03-02-2025,7,383.38
ORD000155,CUST00122,23/08/2025,2,398.47
ORD000156,CUST00148,01/09/2025,9,24.93
ORD000157,CUST00486,04-01-2025,9,466.03
ORD000158,CUST00307,2026-03-26,9,355.83
ORD000159,CUST00378,08-26-2025,7,399.39
ORD000160,CUST00028,11-14-2024,10,362.09
ORD000161,CUST00390,22/03/2026,4,474.36
ORD000162,CUST95139,02-10-2026,4,388.61
ORD000163,CUST00064,2025-05-24,9,332.8
ORD000164,CUST00178,2026-05-11,9,387.13
ORD000165,CUST00271,03-04-2025,4,152.76
ORD000166,CUST00296,2025-12-25,8,177.66
ORD000167,CUST00281,26/05/2026,10,192.95
ORD000168,CUST00150,29/01/2026,5,44.12
ORD000169,CUST00491,01/11/2024,9,283.2
ORD000170,CUST00246,04/09/2025,9,120.25
ORD000171,CUST00484,10/02/2025,-3,277.42
ORD000172,CUST00488,01-11-2026,5,324.72
ORD000173,CUST00238,2025-08-16,1,91.66
ORD000174,CUST00038,06-16-2025,8,375.76
ORD000175,CUST00039,30/08/2025,10,464.59
ORD000176,CUST90005,05-14-2025,9,100.44
ORD000177,CUST00470,2026-04-26,1,396.43
ORD000178,CUST00180,2026-03-18,7,260.06
ORD000179,CUST00190,09-18-2025,-4,194.87
ORD000180,CUST00338,2025-04-25,1,182.98
ORD000181,CUST00477,07-30-2026,9,444.46
ORD000182,CUST00303,02-07-2026,3,230.21
ORD000183,CUST00483,2025-12-31,4,341.77
ORD000184,CUST00458,05-20-2026,10,415.24
ORD000185,CUST00154,24/11/2024,9,341.75
ORD000186,CUST90022,12-12-2024,3,231.12
ORD000187,CUST00316,07-10-2026,1,291.26
ORD000188,CUST00066,06-16-2025,2,238.68
ORD000189,CUST00139,2025-08-04,7,446.21
ORD000190,CUST00387,2025-12-05,9,430.84
ORD000191,CUST00403,2025-02-03,4,379.31
ORD000192,CUST00435,2025-06-27,4,81.79
ORD000193,CUST00116,28/10/2024,7,468.44
ORD000194,CUST00069,14/07/2025,1,337.65
ORD000195,CUST00046,01-22-2026,4,389.15
ORD000196,CUST00240,2026-08-04,6,387.41
ORD000197,CUST00147,2025-11-03,7,35.17
ORD000198,CUST00180,11-21-2024,8,175.49
ORD000199,CUST00327,08-10-2025,5,378.44
ORD000200,CUST00308,11-25-2024,8,283.38
ORD000201,CUST00138,11-27-2024,6,461.5
ORD000202,CUST00196,20/09/2024,7,303.45
ORD000203,CUST00223,2025-08-10,6,454.95
ORD000204,CUST00121,2025-03-21,4,353.37
ORD000205,CUST00330,08-22-2025,9,157.67
ORD000206,CUST00478,01/10/2025,8,163.52
ORD000207,CUST00047,05-23-2025,-3,278.89
ORD000208,CUST00303,03/12/2024,6,287.05
ORD000209,CUST00346,15/10/2025,8,322.64
ORD000210,CUST00361,25/05/2025,9,458.87
ORD000211,CUST00061,2025-02-10,2,335.77
ORD000212,CUST00237,25/06/2025,-3,255.34
ORD000213,CUST00495,07-19-2025,9,10.87
ORD000214,CUST00294,09/05/2025,7,455.34
ORD000215,CUST00153,27/07/2025,10,408.53
ORD000216,CUST00383,06-05-2025,4,116.8
ORD000217,CUST00033,13/10/2024,7,240.62
ORD000218,CUST00085,06-14-2025,6,429.69
ORD000219,CUST00044,18/07/2026,10,28.05
ORD000220,CUST00034,27/01/2025,-6,107.54
ORD000221,CUST00408,01-24-2025,10,418.15
ORD000222,CUST00340,2025-01-15,2,487.29
ORD000223,CUST00078,2025-03-28,10,387.91
ORD000224,CUST00462,11-26-2025,7,341.45
ORD000225,CUST00303,2025-09-22,2,193.1
ORD000226,CUST00399,11-26-2024,1,225.14
ORD000227,CUST00090,14/10/2024,8,258.66
ORD000228,CUST00096,2025-03-08,-7,209.84
ORD000229,CUST00249,11-28-2024,7,138.11
ORD000230,CUST00172,12-01-2024,8,183.76
ORD000231,CUST90007,06-24-2026,2,8.35
ORD000232,CUST00390,11-02-2025,6,412.65
ORD000233,CUST00308,2025-03-01,4,92.93
ORD000234,CUST90002,2025-10-01,6,409.16
ORD000235,CUST00205,2025-03-28,9,364.97
ORD000236,CUST00299,06-15-2026,7,73.89
ORD000237,CUST00158,2026-02-01,2,300.98
ORD000238,CUST00429,2025-06-30,6,407.09
ORD000239,CUST00112,2025-06-22,6,308.28
ORD000240,CUST00410,02-15-2025,7,53.81
ORD000241,CUST00227,05-03-2026,10,79.62
ORD000242,CUST00303,2026-01-26,2,366.42
ORD000243,CUST00212,09-04-2025,2,349.9
ORD000244,CUST00118,11/01/2025,6,340.18
ORD000245,CUST00250,2025-02-03,6,479.44
ORD000246,CUST00189,17/12/2025,7,370.01
ORD000247,CUST00440,2026-02-05,4,353.36
ORD000248,CUST00192,04-06-2025,2,432.01
ORD000249,CUST00398,2024-09-10,6,231.64
ORD000250,CUST00305,2025-01-21,3,123.09
ORD000251,CUST00145,07-03-2026,3,214.4
ORD000252,CUST00178,12-06-2025,3,421.78
ORD000253,CUST00010,03-02-2026,7,255.19
ORD000254,CUST00426,05-24-2026,3,20.28
ORD000255,CUST00282,23/01/2026,5,231.37
ORD000256,CUST90023,10/01/2025,2,273.84
ORD000257,CUST00043,01-19-2026,4,55.7
ORD000258,CUST00305,01-07-2025,5,409.28
ORD000259,CUST00243,08/05/2025,10,431.22
ORD000260,CUST00143,2025-08-06,1,268.48
ORD000261,CUST00300,12/08/2026,5,259.64
ORD000262,CUST00139,2026-01-07,1,434.19
ORD000263,CUST00256,17/07/2025,6,381.93
ORD000264,CUST00276,09-23-2024,2,440.66
ORD000265,CUST00285,2026-08-21,8,167010.0
ORD000266,CUST00096,06-14-2026,6,398.86
ORD000267,CUST00217,01-10-2025,5,291.08
ORD000268,CUST00352,2026-03-17,1,393.03
ORD000269,CUST00162,09-15-2024,7,345.85
ORD000270,CUST00163,2025-05-23,2,128.94
ORD000271,CUST00170,20/08/2025,5,378.84
ORD000272,CUST00098,08/09/2024,8,298.87
ORD000273,CUST00009,2026-06-08,7,241.46
ORD000274,CUST00105,19/08/2025,6,72.88
ORD000275,CUST00137,2024-10-11,2,9.19
ORD000276,CUST00219,09-20-2024,7,223.98
ORD000277,CUST00144,2026-01-18,7,217.55
ORD000278,CUST00087,08/04/2025,10,305.76
ORD000279,CUST00309,21/02/2025,10,375.18
ORD000280,CUST00246,09-10-2025,8,40.15
ORD000281,CUST95916,03-13-2026,10,275.45
ORD000282,CUST00075,28/03/2026,-2,111.79
ORD000283,CUST00408,2024-11-20,9,214.67
ORD000284,CUST00157,18/04/2026,5,460.86
ORD000285,CUST00335,2025-05-11,2,221.56
ORD000286,CUST00251,01/09/2025,7,308.09
ORD000287,CUST00180,22/05/2025,3,86.1
ORD000288,CUST00266,11/10/2025,3,437.36
ORD000289,CUST00031,01-05-2026,9,357.6
ORD000290,CUST00467,03-12-2025,10,82.87
ORD000291,CUST00119,09/08/2025,-9,430.05
ORD000292,CUST00373,05-06-2026,1,457.4
ORD000293,CUST00330,16/04/2025,6,43.55
ORD000294,CUST00054,09/05/2025,9,477.27
ORD000295,CUST00290,09-21-2025,2,8.94
ORD000296,CUST00312,01-06-2026,6,249.21
ORD000297,CUST00252,02/06/2026,7,273.06
ORD000298,CUST00010,05-17-2026,7,364.97
ORD000299,CUST00244,2025-08-28,3,51.05
ORD000300,CUST00423,03-24-2025,2,255.19
ORD000301,CUST00064,2025-09-22,4,426.2
ORD000302,CUST00335,12-19-2025,2,72.38
ORD000303,CUST00109,25/12/2024,8,64.76
ORD000304,CUST00463,07-04-2025,2,404.76
ORD000305,CUST00042,16/02/2025,6,357.02
ORD000306,CUST00051,09-04-2026,3,205.17
ORD000307,CUST00256,27/05/2025,2,74.2
ORD000308,CUST00228,30/09/2024,7,317.0
ORD000309,CUST00266,11-04-2025,2,324.76
ORD000310,CUST00340,29/01/2026,8,462.45
ORD000311,CUST90008,19/07/2025,7,111.28
ORD000312,CUST00153,05/02/2025,10,325.4
ORD000313,CUST00491,12/11/2024,5,212.52
ORD000314,CUST00256,2026-07-12,1,392.05
ORD000315,CUST00497,2025-06-11,6,94.01
ORD000316,CUST00288,25/11/2024,8,384.59
ORD000317,CUST00103,27/03/2025,4,409.06
ORD000318,CUST00225,2025-12-10,7,420.42
ORD000319,CUST00326,2025-10-11,10,351.78
ORD000320,CUST00193,2026-07-06,8,91.9
ORD000321,CUST00225,30/08/2026,-8,459.36
ORD000322,CUST00182,2026-06-10,6,78.12
ORD000323,CUST00114,2025-01-13,2,471.25
ORD000324,CUST00310,2026-07-05,7,480.53
ORD000325,CUST00366,21/05/2025,10,192.3
ORD000326,CUST00182,2025-05-08,10,497.17
ORD000327,CUST00326,2025-11-12,4,56.53
ORD000328,CUST00080,30/07/2026,6,443.23
ORD000329,CUST00344,03-28-2025,4,178.49
ORD000330,CUST00050,2025-01-25,3,249.08
ORD000331,CUST00104,2025-11-05,10,345.14
ORD000332,CUST00035,03/02/2026,6,56.84
ORD000333,CUST00165,2026-05-10,2,492.71
ORD000334,CUST00442,12-06-2024,7,55.12
ORD000335,CUST00272,04-12-2026,2,288.03
ORD000336,CUST00370,27/10/2025,2,332.7
ORD000337,CUST00027,10/04/2026,5,239.42
ORD000338,CUST00483,2025-05-19,2,196.83
ORD000339,CUST00192,11-27-2024,8,419.35
ORD000340,CUST00100,14/09/2024,6,209.92
ORD000341,CUST00063,2026-07-17,7,345.1
ORD000342,CUST00242,12-24-2024,1,450.73
ORD000343,CUST00151,18/01/2026,8,492.26
ORD000344,CUST00130,25/09/2025,2,220.52
ORD000345,CUST00265,2025-04-07,2,280.4
ORD000346,CUST00470,10-21-2025,10,391.93
ORD000347,CUST00103,2025-01-04,2,434.4
ORD000348,CUST00271,08-29-2025,10,90.24
ORD000349,CUST00412,25/10/2024,6,29.4
ORD000350,CUST00382,11/04/2025,5,422.21
ORD000351,CUST00234,05/08/2025,8,163.83
ORD000352,CUST00092,13/02/2025,4,206.55
ORD000353,CUST00383,2026-05-04,3,356.24
ORD000354,CUST00030,07/12/2024,4,128.5
ORD000355,CUST00204,30/08/2025,8,319.53
ORD000356,CUST00382,09-11-2024,8,178.13
ORD000357,CUST00093,23/05/2025,7,427.64
ORD000358,CUST00227,2026-05-10,5,259.07
ORD000359,CUST00010,10-14-2024,3,9.19
ORD000360,CUST00313,2024-12-17,5,191.36
ORD000361,CUST00478,2026-06-12,10,55.64
ORD000362,CUST00384,2026-04-05,5,58.51
ORD000363,CUST00333,09-09-2025,5,261.06
ORD000364,CUST00414,2026-08-09,1,498.75
ORD000365,CUST00398,2025-10-22,10,174.87
ORD000366,CUST00488,2026-08-06,9,89.14
ORD000367,CUST00301,11/02/2026,3,363.97
ORD000368,CUST00344,12-21-2024,4,157.01
ORD000369,CUST00267,02-25-2026,2,433.86
ORD000370,CUST00073,07-20-2025,2,193.93
ORD000371,CUST00155,11/07/2026,4,493.66
ORD000372,CUST00147,2025-04-08,2,317.36
ORD000373,CUST00005,10-01-2024,3,83.43
ORD000374,CUST00133,2026-07-21,7,241310.0
ORD000375,CUST00383,2025-03-08,9,339.99
ORD000376,CUST00353,01-16-2026,9,87.67
ORD000377,CUST00298,2025-06-17,9,444.55
ORD000378,CUST90001,06-26-2025,-7,116.04
ORD000379,CUST00023,06-30-2026,6,397.1
ORD000380,CUST00050,06-22-2026,2,14.77
ORD000381,CUST00390,12/07/2026,5,80.8
ORD000382,CUST00309,11-18-2025,9,304.79
ORD000383,CUST00108,2025-01-12,5,57.6
ORD000384,CUST00270,2025-07-23,6,151.2
ORD000385,CUST00213,06-10-2026,-4,337.46
ORD000386,CUST90005,19/04/2026,2,42.15
ORD000387,CUST00237,2024-12-18,5,54.41
ORD000388,CUST00298,2026-03-23,7,52.02
ORD000389,CUST00142,03-09-2025,6,477.77
ORD000390,CUST00382,07-09-2025,7,230.99
ORD000391,CUST00490,2025-01-31,3,349.6
ORD000392,CUST00164,18/04/2025,10,286.63
ORD000393,CUST00368,2025-04-13,3,246.62
ORD000394,CUST00065,17/07/2026,-6,434.82
ORD000395,CUST00230,2025-08-11,6,345.68
ORD000396,CUST00255,2025-01-20,7,414.09
ORD000397,CUST00012,04-02-2026,8,435.36
ORD000398,CUST00247,05-10-2026,9,323.44
ORD000399,CUST00471,2024-11-17,2,226.3
ORD000400,CUST00019,27/09/2025,7,276.8
ORD000401,CUST00312,2026-01-28,8,184.85
ORD000402,CUST00466,2025-09-11,10,330.3
ORD000403,CUST00228,21/01/2026,6,482.39
ORD000404,CUST00109,27/05/2025,3,411.81
ORD000405,CUST00261,05-24-2025,7,413.15
ORD000406,CUST00425,15/08/2025,10,446.42
ORD000407,CUST90016,11/08/2026,-8,369.43
ORD000408,CUST00495,2025-08-11,3,90.96
ORD000409,CUST00330,07-07-2026,10,382.38
ORD000410,CUST00302,09-27-2024,7,443.79
ORD000411,CUST00322,2026-03-22,4,313.96
ORD000412,CUST00136,2024-11-11,3,348.68
ORD000413,CUST00361,2024-12-19,7,447.46
ORD000414,CUST00433,2026-07-02,1,31.27
ORD000415,CUST00165,2026-04-06,3,346.84
ORD000416,CUST00034,11-06-2025,10,371.05
ORD000417,CUST00399,07/06/2025,5,28.26
ORD000418,CUST00321,12-05-2025,5,435.08
ORD000419,CUST00231,2026-06-27,6,275.57
ORD000420,CUST00199,11/06/2026,3,41.86
ORD000421,CUST00123,10-17-2024,9,84.66
ORD000422,CUST97640,05-18-2026,3,300.46
ORD000423,CUST00309,2024-12-09,6,355.3
ORD000424,CUST00070,01-10-2026,9,50.51
ORD000425,CUST00340,08-12-2025,10,498.33
ORD000426,CUST00010,19/03/2026,6,452.73
ORD000427,CUST00041,09-21-2025,2,272.42
ORD000428,CUST00384,2026-05-14,8,449.65
ORD000429,CUST00099,08/11/2024,9,315.33
ORD000430,CUST00219,03-24-2025,2,415.23
ORD000431,CUST00446,2026-08-29,3,359.85
ORD000432,CUST00183,2024-11-25,10,455.94
ORD000433,CUST00415,11-16-2025,2,322.5
ORD000434,CUST00047,05-01-2026,9,394.51
ORD000435,CUST00449,2025-10-26,1,269.07
ORD000436,CUST00303,01-25-2026,6,10.52
ORD000437,CUST00043,01/06/2026,10,276.03
ORD000438,CUST00353,05/12/2024,9,96.08
ORD000439,CUST00118,09/11/2025,10,426.44
ORD000440,CUST00473,09-16-2025,2,102.72
ORD000441,CUST00366,14/02/2026,4,311.66
ORD000442,CUST00462,2026-02-02,10,285.6
ORD000443,CUST00173,20/09/2025,4,357.54
ORD000444,CUST00369,23/10/2025,6,234.11
ORD000445,CUST00112,16/08/2026,10,143.9
ORD000446,CUST00202,16/12/2024,2,446.59
ORD000447,CUST00415,06-24-2026,1,274.02
ORD000448,CUST00153,12-19-2025,10,149.04
ORD000449,CUST00407,12-30-2024,4,404.24
ORD000450,CUST00144,12-11-2025,10,484.03
ORD000451,CUST00368,15/02/2026,8,135.86
ORD000452,CUST00370,2026-07-24,1,326.02
ORD000453,CUST00281,04-19-2026,9,191.45
ORD000454,CUST00080,12-07-2025,4,179.68
ORD000455,CUST00494,02-01-2025,3,118.85
ORD000456,CUST00154,27/10/2024,6,409.39
ORD000457,CUST00339,12-28-2024,8,297.44
ORD000458,CUST00250,13/06/2026,10,71.69
ORD000459,CUST00151,22/09/2025,5,260.74
ORD000460,CUST00020,2025-03-07,5,112.21
ORD000461,CUST00494,22/11/2024,7,398.33
ORD000462,CUST90023,26/09/2024,6,300.28
ORD000463,CUST00136,12/09/2025,4,455.12
ORD000464,CUST00099,20/06/2025,10,439.49
ORD000465,CUST00096,07-16-2026,10,5.59
ORD000466,CUST00442,04-15-2025,1,217.33
ORD000467,CUST00391,2025-08-27,10,71.27
ORD000468,CUST00086,20/01/2025,9,98.57
ORD000469,CUST00121,02-26-2025,4,161.37
ORD000470,CUST00260,20/05/2026,9,185.99
ORD000471,CUST00209,2025-03-17,8,281.75
ORD000472,CUST00353,11-29-2025,3,331.35
ORD000473,CUST00166,26/07/2025,9,172.53
ORD000474,CUST00054,02/01/2026,1,412.51
ORD000475,CUST00091,07/12/2024,4,306.47
ORD000476,CUST00411,2024-12-23,10,387.94
ORD000477,CUST00011,23/09/2024,9,21.64
ORD000478,CUST00238,2024-12-20,6,5.14
ORD000479,CUST00410,03-06-2026,10,12.61
ORD000480,CUST00292,2025-03-02,10,481.83
ORD000481,CUST00200,09-16-2025,1,206.53
ORD000482,CUST00302,02-01-2026,9,438.68
ORD000483,CUST00454,2025-02-01,4,480.81
ORD000484,CUST00029,08-25-2025,7,497.13
ORD000485,CUST00324,04-07-2025,-9,416.93
ORD000486,CUST00351,20/11/2024,3,180.0
ORD000487,CUST00195,11-12-2025,4,107.36
ORD000488,CUST00365,03/06/2025,2,43.85
ORD000489,CUST00007,2025-03-28,1,188.74
ORD000490,CUST00282,2025-06-17,9,114.94
ORD000491,CUST00434,2026-04-15,9,430.9
ORD000492,CUST00124,08-13-2025,-1,109.32
ORD000493,CUST00266,25/04/2026,5,238.32
ORD000494,CUST90010,12-25-2024,6,203.29
ORD000495,CUST00235,2025-04-03,4,428.87
ORD000496,CUST00154,12-04-2024,7,497.8
ORD000497,CUST00324,06-19-2025,9,28.62
ORD000498,CUST00221,11-06-2025,2,170.65
ORD000499,CUST00264,10-02-2024,6,481.74
ORD000500,CUST00179,12-27-2025,6,246.31
ORD000501,CUST00391,01-01-2026,3,322.09
ORD000502,CUST00415,07-29-2025,3,160.17
ORD000503,CUST00405,03/07/2026,8,469.69
ORD000504,CUST00462,05-25-2025,1,121.14
ORD000505,CUST00082,18/12/2024,7,36.58
ORD000506,CUST00027,2026-06-15,2,310.96
ORD000507,CUST00400,08-09-2025,5,67.57
ORD000508,CUST00036,2024-09-14,6,236.26
ORD000509,CUST00456,01/01/2025,9,300.8
ORD000510,CUST00446,2025-09-08,5,243.42
ORD000511,CUST00316,05-30-2026,-5,264.04
ORD000512,CUST00294,02-09-2025,8,241150.0
ORD000513,CUST00300,2026-06-29,9,208.81
ORD000514,CUST00168,2025-09-26,7,44.21
ORD000515,CUST00279,18/09/2025,9,209.39
ORD000516,CUST00297,13/01/2025,8,139.71
ORD000517,CUST00020,27/12/2024,9,486.3
ORD000518,CUST00449,12-31-2025,-3,112.51
ORD000519,CUST90010,10-24-2025,1,422.56
ORD000520,CUST00402,09/08/2025,8,448.37
ORD000521,CUST00013,28/05/2026,4,487.61
ORD000522,CUST00204,2024-12-19,9,108.18
ORD000523,CUST00331,04/04/2026,1,277.04
ORD000524,CUST00306,02/01/2026,1,112.81
ORD000525,CUST00333,15/07/2026,5,200.93
ORD000526,CUST00487,10-27-2024,2,252.46
ORD000527,CUST00062,14/05/2026,3,396.78
ORD000528,CUST00356,08-27-2025,4,192.0
ORD000529,CUST00041,08-12-2026,5,247.6
ORD000530,CUST00332,11-24-2025,10,279.49
ORD000531,CUST00303,2025-01-17,-8,320.82
ORD000532,CUST00020,02-07-2026,10,361.9
ORD000533,CUST00397,13/09/2025,8,81.3
ORD000534,CUST00330,02/01/2026,9,26.67
ORD000535,CUST00033,16/03/2025,8,20.75
ORD000536,CUST90001,2026-01-31,5,114.26
ORD000537,CUST93419,2025-11-12,2,321.26
ORD000538,CUST00426,2025-11-06,1,136.58
ORD000539,CUST00312,09/11/2025,4,53.07
ORD000540,CUST00195,07/05/2026,4,474.01
ORD000541,CUST00109,2024-10-27,8,216.4
ORD000542,CUST00412,2024-09-29,9,224.29
ORD000543,CUST00333,02-25-2026,7,165.11
ORD000544,CUST00385,2025-02-24,5,228.94
ORD000545,CUST90567,2026-01-07,9,445710.0
ORD000546,CUST00220,09-08-2025,5,258.08
ORD000547,CUST00097,17/01/2026,6,136.17
ORD000548,CUST00263,05-02-2025,7,112.63
ORD000549,CUST00495,24/02/2025,10,52.21
ORD000550,CUST00391,26/03/2026,1,170.52
ORD000551,CUST00124,07-10-2026,10,318.77
ORD000552,CUST00043,2026-04-12,6,114.29
ORD000553,CUST00403,2024-11-24,10,114.93
ORD000554,CUST00136,06-13-2026,1,134.97
ORD000555,CUST00134,02-22-2026,4,327.86
ORD000556,CUST00253,15/06/2025,5,165.09
ORD000557,CUST00424,08-20-2026,6,329.43
