order_id,customer_id,order_date,quantity,unit_price
ORD000062,CUST00139,2025-05-01,9,372.42
ORD000063,CUST00102,2025-02-25,5,188.41
ORD000064,CUST00372,2024-10-26,6,489.03
ORD000065,CUST00195,2025-04-03,8,109.99
ORD000066,CUST00052,2025-02-10,3,106.58
ORD000067,CUST00222,2025-02-13,3,300.01
ORD000068,CUST00134,2025-10-23,2,17.76
ORD000069,CUST00244,2026-02-13,5,372.15
ORD000070,CUST00488,2026-07-31,10,254.4
ORD000071,CUST00309,2026-04-21,1,424.41
ORD000072,CUST00455,2026-01-11,2,78.43
ORD000073,CUST00333,2025-11-01,5,304.69
ORD000074,CUST00221,2025-12-24,7,229.48
ORD000075,CUST00438,2026-01-19,3,239.76
ORD000076,CUST00443,2025-07-23,6,280.4
ORD000077,CUST00338,2026-04-25,7,361.93
ORD000078,CUST00361,2025-01-30,9,330.08
ORD000079,CUST00377,2024-10-14,5,404.57
ORD000080,CUST00027,2025-09-04,5,140.27
ORD000081,CUST00360,2024-10-12,3,203.39
ORD000082,CUST00032,2025-03-27,9,212.82
ORD000083,CUST00333,2024-12-04,2,82.01
ORD000084,CUST00084,2025-08-04,7,223.81
ORD000085,CUST00117,2025-11-21,10,335.23
ORD000086,CUST00057,2025-11-14,5,384.84
ORD000087,CUST00123,2025-02-27,7,193.2
ORD000088,CUST00363,2024-09-23,1,232.58
ORD000089,CUST00440,2024-09-21,7,205.49
ORD000090,CUST00472,2026-04-03,2,57.4
ORD000091,CUST00081,2025-11-02,6,390.66
ORD000092,CUST90022,2024-09-11,6,479.32
ORD000093,CUST00106,2025-08-11,4,80.67
ORD000094,CUST90005,2024-12-12,10,462.46
ORD000095,CUST00331,2026-08-15,3,237.12
ORD000096,CUST00058,2024-10-05,8,33.16
ORD000097,CUST00093,2025-10-02,8,477.34
ORD000098,CUST00193,2025-09-28,3,228.01
ORD000099,CUST00087,2025-05-12,4,495.54
ORD000100,CUST00373,2024-09-19,7,341.05
ORD000101,CUST00343,2025-08-17,2,196.35
ORD000102,CUST00154,2026-05-07,3,158.56
ORD000103,CUST00133,2025-07-08,5,323.53
ORD000105,CUST00498,2025-04-27,3,151.42
ORD000106,CUST00039,2025-05-18,10,191.48
ORD000107,CUST00170,2024-11-05,6,122.58
ORD000108,CUST00460,2026-03-28,4,405.27
ORD000109,CUST00377,2025-09-03,8,144.48
ORD000110,CUST00166,2024-10-12,3,30.83
ORD000111,CUST00106,2025-04-14,2,382.74
ORD000112,CUST00151,2026-08-28,4,442.89
ORD000113,CUST00406,2025-09-03,2,18.95
ORD000114,CUST00344,2025-12-20,5,238.87
ORD000116,CUST00434,2026-05-17,5,65.31
ORD000117,CUST00469,2026-07-25,8,13.14
ORD000118,CUST00148,2024-11-22,1,124.08
ORD000119,CUST00088,2025-02-18,9,394.27
ORD000120,CUST97702,2026-05-04,7,130.56
ORD000121,CUST00354,2024-12-18,2,368.92
ORD000122,CUST00347,2026-09-04,8,241.87
ORD000123,CUST00469,2026-05-30,4,103.74
ORD000124,CUST00408,2026-02-19,5,325.22
ORD000125,CUST00049,2025-02-20,2,221.29
ORD000126,CUST00396,2024-11-11,8,399.66
ORD000127,CUST00435,2026-02-19,10,94.33
ORD000128,CUST00336,2026-04-24,10,87.49
ORD000129,CUST00362,2026-04-27,1,320.57
ORD000130,CUST00164,2025-10-05,10,221.9
ORD000131,CUST00376,2024-09-11,1,341.14
ORD000132,CUST00079,2026-01-24,7,142.95
ORD000133,CUST93048,2024-10-16,9,388.61
ORD000134,CUST00293,2026-06-15,4,427.15
ORD000135,CUST00456,2024-10-09,6,356.22
ORD000136,CUST00308,2024-10-13,3,256.83
ORD000137,CUST00143,2025-04-18,8,279.24
ORD000138,CUST00133,2025-03-19,5,359.88
ORD000139,CUST00420,2026-01-23,6,227.74
ORD000140,CUST00187,2026-04-09,9,32.43
ORD000141,CUST00169,2025-06-12,4,470.75
ORD000142,CUST00257,2026-01-31,9,314.39
ORD000143,CUST00173,2026-07-16,3,361.71
ORD000144,CUST00043,2025-11-08,1,386.66
ORD000145,CUST00427,2024-12-04,9,478.54
ORD000146,CUST00416,2025-04-29,2,83.25
ORD000147,CUST00349,2024-12-25,6,431.08
ORD000148,CUST00380,2025-11-08,4,137.4
ORD000149,CUST00298,2026-05-22,7,433.33
ORD000150,CUST00321,2026-06-24,3,259.79
ORD000151,CUST00024,2025-12-17,7,483.51
ORD000152,CUST00052,2026-01-09,10,328.86
ORD000153,CUST00111,2025-09-24,6,186.14
ORD000154,CUST00200,2025-03-02,7,383.38
ORD000155,CUST00122,2025-08-23,2,398.47
ORD000156,CUST00148,2025-09-01,9,24.93
ORD000157,CUST00486,2025-04-01,9,466.03
ORD000158,CUST00307,2026-03-26,9,355.83
ORD000159,CUST00378,2025-08-26,7,399.39
ORD000160,CUST00028,2024-11-14,10,362.09
ORD000161,CUST00390,2026-03-22,4,474.36
ORD000162,CUST95139,2026-02-10,4,388.61
ORD000163,CUST00064,2025-05-24,9,332.8
ORD000164,CUST00178,2026-05-11,9,387.13
ORD000165,CUST00271,2025-03-04,4,152.76
ORD000166,CUST00296,2025-12-25,8,177.66
ORD000167,CUST00281,2026-05-26,10,192.95
ORD000168,CUST00150,2026-01-29,5,44.12
ORD000169,CUST00491,2024-11-01,9,283.2
ORD000170,CUST00246,2025-09-04,9,120.25
ORD000172,CUST00488,2026-01-11,5,324.72
ORD000173,CUST00238,2025-08-16,1,91.66
ORD000174,CUST00038,2025-06-16,8,375.76
ORD000175,CUST00039,2025-08-30,10,464.59
ORD000176,CUST90005,2025-05-14,9,100.44
ORD000177,CUST00470,2026-04-26,1,396.43
ORD000178,CUST00180,2026-03-18,7,260.06
ORD000180,CUST00338,2025-04-25,1,182.98
ORD000181,CUST00477,2026-07-30,9,444.46
ORD000182,CUST00303,2026-02-07,3,230.21
ORD000183,CUST00483,2025-12-31,4,341.77
ORD000184,CUST00458,2026-05-20,10,415.24
ORD000185,CUST00154,2024-11-24,9,341.75
ORD000186,CUST90022,2024-12-12,3,231.12
ORD000187,CUST00316,2026-07-10,1,291.26
ORD000188,CUST00066,2025-06-16,2,238.68
ORD000189,CUST00139,2025-08-04,7,446.21
ORD000190,CUST00387,2025-12-05,9,430.84
ORD000191,CUST00403,2025-02-03,4,379.31
ORD000192,CUST00435,2025-06-27,4,81.79
ORD000193,CUST00116,2024-10-28,7,468.44
ORD000194,CUST00069,2025-07-14,1,337.65
ORD000195,CUST00046,2026-01-22,4,389.15
ORD000196,CUST00240,2026-08-04,6,387.41
ORD000197,CUST00147,2025-11-03,7,35.17
ORD000198,CUST00180,2024-11-21,8,175.49
ORD000199,CUST00327,2025-08-10,5,378.44
ORD000200,CUST00308,2024-11-25,8,283.38
ORD000201,CUST00138,2024-11-27,6,461.5
ORD000202,CUST00196,2024-09-20,7,303.45
ORD000203,CUST00223,2025-08-10,6,454.95
ORD000204,CUST00121,2025-03-21,4,353.37
ORD000205,CUST00330,2025-08-22,9,157.67
ORD000206,CUST00478,2025-10-01,8,163.52
ORD000208,CUST00303,2024-12-03,6,287.05
ORD000209,CUST00346,2025-10-15,8,322.64
ORD000210,CUST00361,2025-05-25,9,458.87
ORD000211,CUST00061,2025-02-10,2,335.77
ORD000213,CUST00495,2025-07-19,9,10.87
ORD000214,CUST00294,2025-05-09,7,455.34
ORD000215,CUST00153,2025-07-27,10,408.53
ORD000216,CUST00383,2025-06-05,4,116.8
ORD000217,CUST00033,2024-10-13,7,240.62
ORD000218,CUST00085,2025-06-14,6,429.69
ORD000219,CUST00044,2026-07-18,10,28.05
ORD000221,CUST00408,2025-01-24,10,418.15
ORD000222,CUST00340,2025-01-15,2,487.29
ORD000223,CUST00078,2025-03-28,10,387.91
ORD000224,CUST00462,2025-11-26,7,341.45
ORD000225,CUST00303,2025-09-22,2,193.1
ORD000226,CUST00399,2024-11-26,1,225.14
ORD000227,CUST00090,2024-10-14,8,258.66
ORD000229,CUST00249,2024-11-28,7,138.11
ORD000230,CUST00172,2024-12-01,8,183.76
ORD000231,CUST90007,2026-06-24,2,8.35
ORD000232,CUST00390,2025-11-02,6,412.65
ORD000233,CUST00308,2025-03-01,4,92.93
ORD000234,CUST90002,2025-10-01,6,409.16
ORD000235,CUST00205,2025-03-28,9,364.97
ORD000236,CUST00299,2026-06-15,7,73.89
ORD000237,CUST00158,2026-02-01,2,300.98
ORD000238,CUST00429,2025-06-30,6,407.09
ORD000239,CUST00112,2025-06-22,6,308.28
ORD000240,CUST00410,2025-02-15,7,53.81
ORD000241,CUST00227,2026-05-03,10,79.62
ORD000242,CUST00303,2026-01-26,2,366.42
ORD000243,CUST00212,2025-09-04,2,349.9
ORD000244,CUST00118,2025-01-11,6,340.18
ORD000245,CUST00250,2025-02-03,6,479.44
ORD000246,CUST00189,2025-12-17,7,370.01
ORD000247,CUST00440,2026-02-05,4,353.36
ORD000248,CUST00192,2025-04-06,2,432.01
ORD000249,CUST00398,2024-09-10,6,231.64
ORD000250,CUST00305,2025-01-21,3,123.09
ORD000251,CUST00145,2026-07-03,3,214.4
ORD000252,CUST00178,2025-12-06,3,421.78
ORD000253,CUST00010,2026-03-02,7,255.19
ORD000254,CUST00426,2026-05-24,3,20.28
ORD000255,CUST00282,2026-01-23,5,231.37
ORD000256,CUST90023,2025-01-10,2,273.84
ORD000257,CUST00043,2026-01-19,4,55.7
ORD000258,CUST00305,2025-01-07,5,409.28
ORD000259,CUST00243,2025-05-08,10,431.22
ORD000260,CUST00143,2025-08-06,1,268.48
ORD000261,CUST00300,2026-08-12,5,259.64
ORD000262,CUST00139,2026-01-07,1,434.19
ORD000263,CUST00256,2025-07-17,6,381.93
ORD000264,CUST00276,2024-09-23,2,440.66
ORD000265,CUST00285,2026-08-21,8,167010.0
ORD000266,CUST00096,2026-06-14,6,398.86
ORD000267,CUST00217,2025-01-10,5,291.08
ORD000268,CUST00352,2026-03-17,1,393.03
ORD000269,CUST00162,2024-09-15,7,345.85
ORD000270,CUST00163,2025-05-23,2,128.94
ORD000271,CUST00170,2025-08-20,5,378.84
ORD000272,CUST00098,2024-09-08,8,298.87
ORD000273,CUST00009,2026-06-08,7,241.46
ORD000274,CUST00105,2025-08-19,6,72.88
ORD000275,CUST00137,2024-10-11,2,9.19
ORD000276,CUST00219,2024-09-20,7,223.98
ORD000277,CUST00144,2026-01-18,7,217.55
ORD000278,CUST00087,2025-04-08,10,305.76
ORD000279,CUST00309,2025-02-21,10,375.18
ORD000280,CUST00246,2025-09-10,8,40.15
ORD000281,CUST95916,2026-03-13,10,275.45
ORD000283,CUST00408,2024-11-20,9,214.67
ORD000284,CUST00157,2026-04-18,5,460.86
ORD000285,CUST00335,2025-05-11,2,221.56
ORD000286,CUST00251,2025-09-01,7,308.09
ORD000287,CUST00180,2025-05-22,3,86.1
ORD000288,CUST00266,2025-10-11,3,437.36
ORD000289,CUST00031,2026-01-05,9,357.6
ORD000290,CUST00467,2025-03-12,10,82.87
ORD000292,CUST00373,2026-05-06,1,457.4
ORD000293,CUST00330,2025-04-16,6,43.55
ORD000294,CUST00054,2025-05-09,9,477.27
ORD000295,CUST00290,2025-09-21,2,8.94
ORD000296,CUST00312,2026-01-06,6,249.21
ORD000297,CUST00252,2026-06-02,7,273.06
ORD000298,CUST00010,2026-05-17,7,364.97
ORD000299,CUST00244,2025-08-28,3,51.05
ORD000300,CUST00423,2025-03-24,2,255.19
ORD000301,CUST00064,2025-09-22,4,426.2
ORD000302,CUST00335,2025-12-19,2,72.38
ORD000303,CUST00109,2024-12-25,8,64.76
ORD000304,CUST00463,2025-07-04,2,404.76
ORD000305,CUST00042,2025-02-16,6,357.02
ORD000306,CUST00051,2026-09-04,3,205.17
ORD000307,CUST00256,2025-05-27,2,74.2
ORD000308,CUST00228,2024-09-30,7,317.0
ORD000309,CUST00266,2025-11-04,2,324.76
ORD000310,CUST00340,2026-01-29,8,462.45
ORD000311,CUST90008,2025-07-19,7,111.28
ORD000312,CUST00153,2025-02-05,10,325.4
ORD000313,CUST00491,2024-11-12,5,212.52
ORD000314,CUST00256,2026-07-12,1,392.05
ORD000315,CUST00497,2025-06-11,6,94.01
ORD000316,CUST00288,2024-11-25,8,384.59
ORD000317,CUST00103,2025-03-27,4,409.06
ORD000318,CUST00225,2025-12-10,7,420.42
ORD000319,CUST00326,2025-10-11,10,351.78
ORD000320,CUST00193,2026-07-06,8,91.9
ORD000322,CUST00182,2026-06-10,6,78.12
ORD000323,CUST00114,2025-01-13,2,471.25
ORD000324,CUST00310,2026-07-05,7,480.53
ORD000325,CUST00366,2025-05-21,10,192.3
ORD000326,CUST00182,2025-05-08,10,497.17
ORD000327,CUST00326,2025-11-12,4,56.53
ORD000328,CUST00080,2026-07-30,6,443.23
ORD000329,CUST00344,2025-03-28,4,178.49
ORD000330,CUST00050,2025-01-25,3,249.08
ORD000331,CUST00104,2025-11-05,10,345.14
ORD000332,CUST00035,2026-02-03,6,56.84
ORD000333,CUST00165,2026-05-10,2,492.71
ORD000334,CUST00442,2024-12-06,7,55.12
ORD000335,CUST00272,2026-04-12,2,288.03
ORD000336,CUST00370,2025-10-27,2,332.7
ORD000337,CUST00027,2026-04-10,5,239.42
ORD000338,CUST00483,2025-05-19,2,196.83
ORD000339,CUST00192,2024-11-27,8,419.35
ORD000340,CUST00100,2024-09-14,6,209.92
ORD000341,CUST00063,2026-07-17,7,345.1
ORD000342,CUST00242,2024-12-24,1,450.73
ORD000343,CUST00151,2026-01-18,8,492.26
ORD000344,CUST00130,2025-09-25,2,220.52
ORD000345,CUST00265,2025-04-07,2,280.4
ORD000346,CUST00470,2025-10-21,10,391.93
ORD000347,CUST00103,2025-01-04,2,434.4
ORD000348,CUST00271,2025-08-29,10,90.24
ORD000349,CUST00412,2024-10-25,6,29.4
ORD000350,CUST00382,2025-04-11,5,422.21
ORD000351,CUST00234,2025-08-05,8,163.83
ORD000352,CUST00092,2025-02-13,4,206.55
ORD000353,CUST00383,2026-05-04,3,356.24
ORD000354,CUST00030,2024-12-07,4,128.5
ORD000355,CUST00204,2025-08-30,8,319.53
ORD000356,CUST00382,2024-09-11,8,178.13
ORD000357,CUST00093,2025-05-23,7,427.64
ORD000358,CUST00227,2026-05-10,5,259.07
ORD000359,CUST00010,2024-10-14,3,9.19
ORD000360,CUST00313,2024-12-17,5,191.36
ORD000361,CUST00478,2026-06-12,10,55.64
ORD000362,CUST00384,2026-04-05,5,58.51
ORD000363,CUST00333,2025-09-09,5,261.06
ORD000364,CUST00414,2026-08-09,1,498.75
ORD000365,CUST00398,2025-10-22,10,174.87
ORD000366,CUST00488,2026-08-06,9,89.14
ORD000367,CUST00301,2026-02-11,3,363.97
ORD000368,CUST00344,2024-12-21,4,157.01
ORD000369,CUST00267,2026-02-25,2,433.86
ORD000370,CUST00073,2025-07-20,2,193.93
ORD000371,CUST00155,2026-07-11,4,493.66
ORD000372,CUST00147,2025-04-08,2,317.36
ORD000373,CUST00005,2024-10-01,3,83.43
ORD000374,CUST00133,2026-07-21,7,241310.0
ORD000375,CUST00383,2025-03-08,9,339.99
ORD000376,CUST00353,2026-01-16,9,87.67
ORD000377,CUST00298,2025-06-17,9,444.55
ORD000379,CUST00023,2026-06-30,6,397.1
ORD000380,CUST00050,2026-06-22,2,14.77
ORD000381,CUST00390,2026-07-12,5,80.8
ORD000382,CUST00309,2025-11-18,9,304.79
ORD000383,CUST00108,2025-01-12,5,57.6
ORD000384,CUST00270,2025-07-23,6,151.2
ORD000386,CUST90005,2026-04-19,2,42.15
ORD000387,CUST00237,2024-12-18,5,54.41
ORD000388,CUST00298,2026-03-23,7,52.02
ORD000389,CUST00142,2025-03-09,6,477.77
ORD000390,CUST00382,2025-07-09,7,230.99
ORD000391,CUST00490,2025-01-31,3,349.6
ORD000392,CUST00164,2025-04-18,10,286.63
ORD000393,CUST00368,2025-04-13,3,246.62
ORD000395,CUST00230,2025-08-11,6,345.68
ORD000396,CUST00255,2025-01-20,7,414.09
ORD000397,CUST00012,2026-04-02,8,435.36
ORD000398,CUST00247,2026-05-10,9,323.44
ORD000399,CUST00471,2024-11-17,2,226.3
ORD000400,CUST00019,2025-09-27,7,276.8
ORD000401,CUST00312,2026-01-28,8,184.85
ORD000402,CUST00466,2025-09-11,10,330.3
ORD000403,CUST00228,2026-01-21,6,482.39
ORD000404,CUST00109,2025-05-27,3,411.81
ORD000405,CUST00261,2025-05-24,7,413.15
ORD000406,CUST00425,2025-08-15,10,446.42
ORD000408,CUST00495,2025-08-11,3,90.96
ORD000409,CUST00330,2026-07-07,10,382.38
ORD000410,CUST00302,2024-09-27,7,443.79
ORD000411,CUST00322,2026-03-22,4,313.96
ORD000412,CUST00136,2024-11-11,3,348.68
ORD000413,CUST00361,2024-12-19,7,447.46
ORD000414,CUST00433,2026-07-02,1,31.27
ORD000415,CUST00165,2026-04-06,3,346.84
ORD000416,CUST00034,2025-11-06,10,371.05
ORD000417,CUST00399,2025-06-07,5,28.26
ORD000418,CUST00321,2025-12-05,5,435.08
ORD000419,CUST00231,2026-06-27,6,275.57
ORD000420,CUST00199,2026-06-11,3,41.86
ORD000421,CUST00123,2024-10-17,9,84.66
ORD000422,CUST97640,2026-05-18,3,300.46
ORD000423,CUST00309,2024-12-09,6,355.3
ORD000424,CUST00070,2026-01-10,9,50.51
ORD000425,CUST00340,2025-08-12,10,498.33
ORD000426,CUST00010,2026-03-19,6,452.73
ORD000427,CUST00041,2025-09-21,2,272.42
ORD000428,CUST00384,2026-05-14,8,449.65
ORD000429,CUST00099,2024-11-08,9,315.33
ORD000430,CUST00219,2025-03-24,2,415.23
ORD000431,CUST00446,2026-08-29,3,359.85
ORD000432,CUST00183,2024-11-25,10,455.94
ORD000433,CUST00415,2025-11-16,2,322.5
ORD000434,CUST00047,2026-05-01,9,394.51
ORD000435,CUST00449,2025-10-26,1,269.07
ORD000436,CUST00303,2026-01-25,6,10.52
ORD000437,CUST00043,2026-06-01,10,276.03
ORD000438,CUST00353,2024-12-05,9,96.08
ORD000439,CUST00118,2025-11-09,10,426.44
ORD000440,CUST00473,2025-09-16,2,102.72
ORD000441,CUST00366,2026-02-14,4,311.66
ORD000442,CUST00462,2026-02-02,10,285.6
ORD000443,CUST00173,2025-09-20,4,357.54
ORD000444,CUST00369,2025-10-23,6,234.11
ORD000445,CUST00112,2026-08-16,10,143.9
ORD000446,CUST00202,2024-12-16,2,446.59
ORD000447,CUST00415,2026-06-24,1,274.02
ORD000448,CUST00153,2025-12-19,10,149.04
ORD000449,CUST00407,2024-12-30,4,404.24
ORD000450,CUST00144,2025-12-11,10,484.03
ORD000451,CUST00368,2026-02-15,8,135.86
ORD000452,CUST00370,2026-07-24,1,326.02
ORD000453,CUST00281,2026-04-19,9,191.45
ORD000454,CUST00080,2025-12-07,4,179.68
ORD000455,CUST00494,2025-02-01,3,118.85
ORD000456,CUST00154,2024-10-27,6,409.39
ORD000457,CUST00339,2024-12-28,8,297.44
ORD000458,CUST00250,2026-06-13,10,71.69
ORD000459,CUST00151,2025-09-22,5,260.74
ORD000460,CUST00020,2025-03-07,5,112.21
ORD000461,CUST00494,2024-11-22,7,398.33
ORD000462,CUST90023,2024-09-26,6,300.28
ORD000463,CUST00136,2025-09-12,4,455.12
ORD000464,CUST00099,2025-06-20,10,439.49
ORD000465,CUST00096,2026-07-16,10,5.59
ORD000466,CUST00442,2025-04-15,1,217.33
ORD000467,CUST00391,2025-08-27,10,71.27
ORD000468,CUST00086,2025-01-20,9,98.57
ORD000469,CUST00121,2025-02-26,4,161.37
ORD000470,CUST00260,2026-05-20,9,185.99
ORD000471,CUST00209,2025-03-17,8,281.75
ORD000472,CUST00353,2025-11-29,3,331.35
ORD000473,CUST00166,2025-07-26,9,172.53
ORD000474,CUST00054,2026-01-02,1,412.51
ORD000475,CUST00091,2024-12-07,4,306.47
ORD000476,CUST00411,2024-12-23,10,387.94
ORD000477,CUST00011,2024-09-23,9,21.64
ORD000478,CUST00238,2024-12-20,6,5.14
ORD000479,CUST00410,2026-03-06,10,12.61
ORD000480,CUST00292,2025-03-02,10,481.83
ORD000481,CUST00200,2025-09-16,1,206.53
ORD000482,CUST00302,2026-02-01,9,438.68
ORD000483,CUST00454,2025-02-01,4,480.81
ORD000484,CUST00029,2025-08-25,7,497.13
ORD000486,CUST00351,2024-11-20,3,180.0
ORD000487,CUST00195,2025-11-12,4,107.36
ORD000488,CUST00365,2025-06-03,2,43.85
ORD000489,CUST00007,2025-03-28,1,188.74
ORD000490,CUST00282,2025-06-17,9,114.94
ORD000491,CUST00434,2026-04-15,9,430.9
ORD000493,CUST00266,2026-04-25,5,238.32
ORD000494,CUST90010,2024-12-25,6,203.29
ORD000495,CUST00235,2025-04-03,4,428.87
ORD000496,CUST00154,2024-12-04,7,497.8
ORD000497,CUST00324,2025-06-19,9,28.62
ORD000498,CUST00221,2025-11-06,2,170.65
ORD000499,CUST00264,2024-10-02,6,481.74
ORD000500,CUST00179,2025-12-27,6,246.31
ORD000501,CUST00391,2026-01-01,3,322.09
ORD000502,CUST00415,2025-07-29,3,160.17
ORD000503,CUST00405,2026-07-03,8,469.69
ORD000504,CUST00462,2025-05-25,1,121.14
ORD000505,CUST00082,2024-12-18,7,36.58
ORD000506,CUST00027,2026-06-15,2,310.96
ORD000507,CUST00400,2025-08-09,5,67.57
ORD000508,CUST00036,2024-09-14,6,236.26
ORD000509,CUST00456,2025-01-01,9,300.8
ORD000510,CUST00446,2025-09-08,5,243.42
ORD000512,CUST00294,2025-02-09,8,241150.0
ORD000513,CUST00300,2026-06-29,9,208.81
ORD000514,CUST00168,2025-09-26,7,44.21
ORD000515,CUST00279,2025-09-18,9,209.39
ORD000516,CUST00297,2025-01-13,8,139.71
ORD000517,CUST00020,2024-12-27,9,486.3
ORD000519,CUST90010,2025-10-24,1,422.56
ORD000520,CUST00402,2025-08-09,8,448.37
ORD000521,CUST00013,2026-05-28,4,487.61
ORD000522,CUST00204,2024-12-19,9,108.18
ORD000523,CUST00331,2026-04-04,1,277.04
ORD000524,CUST00306,2026-01-02,1,112.81
ORD000525,CUST00333,2026-07-15,5,200.93
ORD000526,CUST00487,2024-10-27,2,252.46
ORD000527,CUST00062,2026-05-14,3,396.78
ORD000528,CUST00356,2025-08-27,4,192.0
ORD000529,CUST00041,2026-08-12,5,247.6
ORD000530,CUST00332,2025-11-24,10,279.49
ORD000532,CUST00020,2026-02-07,10,361.9
ORD000533,CUST00397,2025-09-13,8,81.3
ORD000534,CUST00330,2026-01-02,9,26.67
ORD000535,CUST00033,2025-03-16,8,20.75
ORD000536,CUST90001,2026-01-31,5,114.26
ORD000537,CUST93419,2025-11-12,2,321.26
ORD000538,CUST00426,2025-11-06,1,136.58
ORD000539,CUST00312,2025-11-09,4,53.07
ORD000540,CUST00195,2026-05-07,4,474.01
ORD000541,CUST00109,2024-10-27,8,216.4
ORD000542,CUST00412,2024-09-29,9,224.29
ORD000543,CUST00333,2026-02-25,7,165.11
ORD000544,CUST00385,2025-02-24,5,228.94
ORD000545,CUST90567,2026-01-07,9,445710.0
ORD000546,CUST00220,2025-09-08,5,258.08
ORD000547,CUST00097,2026-01-17,6,136.17
ORD000548,CUST00263,2025-05-02,7,112.63
ORD000549,CUST00495,2025-02-24,10,52.21
ORD000550,CUST00391,2026-03-26,1,170.52
ORD000551,CUST00124,2026-07-10,10,318.77
ORD000552,CUST00043,2026-04-12,6,114.29
ORD000553,CUST00403,2024-11-24,10,114.93
ORD000554,CUST00136,2026-06-13,1,134.97
ORD000555,CUST00134,2026-02-22,4,327.86
ORD000556,CUST00253,2025-06-15,5,165.09
ORD000557,CUST00424,2026-08-20,6,329.43
ORD000558,CUST00359,2026-07-14,8,223.03
ORD000559,CUST00383,2024-10-23,2,32.0
ORD000560,CUST00295,2025-03-10,2,238.24
ORD000561,CUST00217,2024-10-05,9,276.66
ORD000562,CUST00019,2026-03-10,9,89.31
ORD000563,CUST00278,2025-07-27,1,331.88
ORD000564,CUST00369,2025-06-08,7,193.45
ORD000565,CUST00324,2025-12-13,2,252.82
ORD000566,CUST00023,2024-09-29,9,247.52
ORD000567,CUST95765,2025-01-13,9,35.69
ORD000568,CUST00031,2024-11-25,4,449.1
ORD000569,CUST00392,2025-08-02,4,288.58
ORD000570,CUST00338,2024-12-14,3,343.6
ORD000571,CUST00139,2025-12-17,3,284.6
ORD000572,CUST00122,2025-10-19,3,383.89
ORD000573,CUST00422,2025-01-29,5,98.03
ORD000574,CUST94372,2025-09-01,10,345.25
ORD000575,CUST00489,2026-01-17,10,326.54
ORD000576,CUST00486,2025-02-19,4,207.25
ORD000577,CUST00423,2026-03-04,4,37.74
ORD000578,CUST90001,2025-07-22,4,389.23
ORD000579,CUST00321,2025-09-29,10,264.99
